Name,Number,CP,HP,Move1,Move2,Height,Weight,Attack,Defence,Stamina,Total,Date,Form,Shiny,Level,Lucky,Trade
Pineco,204,621,90,Bug Bite,Gyro Ball,0.583410,6.923580,15,10,15,40,1487771072,0,0,20.000000,0,0

Tentacruel,73,1370,120,PoisonJab,Hydro Pump,1.530609,42.049774,15,14,12,41,1475754620,0,0,20.000000,0,0

Beldum,374,613,85,Take Down,Struggle,0.532696,60.232712,12,11,14,37,1540119661,0,0,23.000000,0,0

Manectric,310,1295,108,Charge Beam,Thunder,1.365153,26.643293,14,11,10,35,1543427023,0,0,20.000000,0,0

Poliwrath,62,1606,137,Bubble,Ice Punch,1.298132,45.768894,14,15,12,41,1477174629,0,0,22.000000,0,0

Grimer,88,978,139,PoisonJab,Sludge Bomb,0.804989,24.522509,12,5,11,28,1542909971,73,0,27.000000,0,0

Horsea,116,624,72,Bubble,Bubble Beam,0.411851,8.841699,0,5,7,12,1480444183,0,0,25.000000,0,0

Mawile,303,913,90,Astonish,Play Rough,0.462555,6.866955,14,11,14,39,1541604452,0,0,20.000000,0,0

Lapras,131,2004,202,Ice Shard,Ice Beam,2.649186,230.713516,13,13,15,41,1468773028,0,0,27.000000,0,0

Wurmple,265,150,60,Tackle,Struggle,0.324750,3.769981,9,2,9,20,1546356884,0,0,11.000000,0,0

Beldum,374,550,80,Take Down,Struggle,0.592501,81.794914,15,11,15,41,1546356981,0,0,20.000000,0,0

Tauros,128,1482,115,Zen Headbutt,Iron Head,1.406787,86.231674,15,14,12,41,1537888804,0,0,20.000000,0,0

Magby,240,743,82,Ember,Fire Punch,0.710900,22.873451,15,15,10,40,1546541311,0,0,20.000000,0,0

Exeggcute,102,271,64,Confusion,Seed Bomb,0.484817,3.254475,13,0,6,19,1543660093,0,0,9.000000,0,0

Bronzor,436,10,14,Tackle,Gyro Ball,0.509785,63.334282,3,1,9,13,1546607490,0,0,0.500000,0,0

Swablu,333,205,56,Peck,Aerial Ace,0.358380,0.817495,14,12,14,40,1539517772,0,0,9.000000,0,0

Onix,95,597,72,Rock Throw,Heavy Slam,5.429449,86.802116,12,14,10,36,1545504696,0,0,20.000000,0,0

Gligar,207,1082,107,Wing Attack,Aerial Ace,1.164455,70.970779,5,5,5,15,1538632549,0,0,23.000000,0,0

Snorunt,361,237,61,Powder Snow,Shadow Ball,0.697091,17.947710,6,9,1,16,1545339832,0,0,11.000000,0,0

Buizel,418,572,94,Water Gun,Water Pulse,0.733052,32.620052,12,11,13,36,1541605201,0,0,20.000000,0,0

Snover,459,278,66,Ice Shard,Energy Ball,1.126241,72.219643,6,1,2,9,1545338473,0,0,10.000000,0,0

Machamp,68,1719,130,Bullet Punch,Heavy Slam,1.652144,156.998703,15,12,12,39,1543425978,0,0,20.000000,0,0

Azurill,298,200,87,Splash,Bubble Beam,0.208907,1.892083,14,15,10,39,1546198182,0,0,20.000000,0,0

Tyranitar,248,2685,158,Iron Tail,Crunch,1.912889,199.687805,12,14,12,38,1543430883,0,0,25.000000,0,0

Totodile,158,312,63,Water Gun,Water Pulse,0.640305,10.284413,7,6,6,19,1540550226,0,0,11.000000,0,0

Gengar,94,1613,99,Lick,Psychic,1.469444,42.122822,13,14,12,39,1541240581,0,0,20.000000,0,0

Sneasel,215,1351,107,Feint Attack,Ice Punch,0.808579,20.041088,1,12,15,28,1545636002,0,0,25.000000,0,0

Koffing,109,732,77,Infestation,Sludge,0.516728,0.797380,13,10,1,24,1538207793,0,0,23.000000,0,0

Cyndaquil,155,546,80,Tackle,Swift,0.502354,8.714967,9,10,14,33,1542042036,0,0,21.000000,0,0

Giratina,487,1896,175,Dragon Breath,Dragon Claw,4.380238,799.172852,13,15,10,38,1540665364,90,0,20.000000,0,0

Eevee,133,863,117,Quick Attack,Dig,0.310614,6.886748,6,5,8,19,1545215500,0,0,35.000000,0,0

Rapidash,78,2130,131,Fire Spin,Fire Blast,1.812213,87.701347,8,11,11,30,1541623269,0,0,34.000000,0,0

Snover,459,168,50,Ice Shard,Ice Beam,0.914941,40.260422,9,6,1,16,1545513926,0,0,6.000000,0,0

Dratini,147,629,85,Iron Tail,Wrap,1.675326,2.639381,0,13,4,17,1543791652,0,0,26.000000,0,0

Shinx,403,603,92,Tackle,Swift,0.545114,10.772273,12,15,11,38,1545489586,0,0,25.000000,0,0

Igglybuff,174,288,132,Feint Attack,Psychic,0.410457,1.744518,12,13,15,40,1546247826,0,0,20.000000,0,0

Kirlia,281,672,84,Charge Beam,Shadow Sneak,0.879756,25.468256,14,15,10,39,1540718551,0,0,25.000000,0,0

Buneary,427,450,77,Quick Attack,Fire Punch,0.485401,8.844394,4,12,9,25,1543426550,0,0,14.000000,0,0

Eevee,133,973,119,Quick Attack,Dig,0.362870,10.796030,14,15,11,40,1542751954,0,0,35.000000,0,1543513508799

Bibarel,400,1582,144,Water Gun,Hyper Fang,0.997141,31.674753,13,15,5,33,1539703211,0,0,33.000000,0,0

Gligar,207,1140,106,Wing Attack,Dig,0.980503,52.046345,11,12,3,26,1541715173,0,0,23.000000,0,0

Eevee,133,576,93,Quick Attack,Swift,0.268704,5.693562,15,13,15,43,1488376815,0,0,19.000000,1,1540231288317

Pichu,172,260,57,Thunder Shock,Thunderbolt,0.297356,1.752165,13,15,12,40,1487636833,0,0,20.000000,0,0

Lickitung,108,576,113,Lick,Hyper Beam,1.215550,58.554054,10,15,12,37,1540394577,0,0,15.000000,0,0

Eevee,133,728,107,Tackle,Last Resort,0.247948,4.720753,0,9,3,12,1543664505,0,0,29.000000,0,0

Wurmple,265,291,81,Bug Bite,Struggle,0.350744,4.492999,9,10,9,28,1544535790,0,0,20.000000,0,0

Cyndaquil,155,544,78,Ember,Flamethrower,0.497095,10.522057,13,13,14,40,1541979496,0,0,20.000000,1,1542020367805

Charmander,4,352,63,Scratch,Flamethrower,0.488612,6.593693,12,14,14,40,1546599128,0,0,13.000000,0,0

Dratini,147,618,90,Iron Tail,Aqua Tail,2.030179,3.893028,6,0,14,20,1543789126,0,0,25.000000,0,0

Snorunt,361,446,83,Hex,Shadow Ball,0.635147,8.857382,11,13,6,30,1546098548,0,0,19.000000,0,0

Ledian,166,997,115,Struggle Bug,Aerial Ace,1.486205,49.451771,0,13,12,25,1487323947,0,0,30.000000,0,0

Slowpoke,79,720,130,Confusion,Water Pulse,1.120112,33.904930,15,15,6,36,1541673685,0,0,21.000000,0,0

Snorunt,361,422,80,Hex,Avalanche,0.671472,13.418668,10,7,1,18,1546327968,0,0,19.000000,0,0

Deoxys,386,1775,90,Zen Headbutt,Hyper Beam,1.695814,51.664288,13,12,15,40,1543592606,33,0,20.000000,0,0

Sandshrew,27,726,89,Powder Snow,Night Slash,0.720783,35.760223,14,14,13,41,1540121012,52,0,20.000000,0,0

Bulbasaur,1,562,81,Vine Whip,Seed Bomb,0.730460,7.996572,13,14,15,42,1543647785,0,0,18.000000,0,0

Drifblim,426,1728,222,Hex,Shadow Ball,1.465488,23.943796,13,12,15,40,1540449585,0,0,26.000000,1,1543496326474

Chimecho,358,1249,117,Astonish,Psyshock,0.495835,0.777012,3,1,6,10,1543788555,0,0,22.000000,0,0

Golduck,55,33,18,Water Gun,Ice Beam,1.831061,95.894852,15,12,10,37,1541609101,0,0,1.000000,0,0

Cleffa,173,356,87,Pound,Signal Beam,0.291447,3.329869,11,13,10,34,1546078623,0,0,20.000000,0,0

Cyndaquil,155,100,33,Ember,Flamethrower,0.542713,9.086595,15,11,14,40,1541852072,0,1,4.000000,0,1542020104881

Machamp,68,2137,146,Counter,Close Combat,1.733973,162.655029,13,12,13,38,1540739759,0,0,25.000000,0,0

Kirlia,281,518,77,Charge Beam,Psychic,0.758514,12.355558,11,10,13,34,1538482112,0,0,20.000000,0,0

Jolteon,135,1718,107,Thunder Shock,Discharge,0.876990,31.088902,15,15,12,42,1476475744,0,0,21.000000,0,0

Venusaur,3,1905,136,Razor Leaf,Petal Blizzard,2.274445,133.777863,14,9,15,38,1481600040,0,0,25.000000,0,1538139005438

Heatran,485,2080,132,Fire Spin,Stone Edge,2.084072,668.823669,11,10,13,34,1545232913,0,0,20.000000,0,0

Swablu,333,290,68,Peck,Disarming Voice,0.374889,1.043318,11,13,15,39,1538412390,0,0,13.000000,0,0

Snorunt,361,235,58,Powder Snow,Shadow Ball,0.708123,19.498964,13,13,1,27,1545636025,0,0,10.000000,0,0

Pidgey,16,217,58,Quick Attack,Twister,0.310191,1.936278,12,13,7,32,1541847177,0,0,12.000000,0,0

Charmander,4,161,42,Ember,Flame Burst,0.465877,4.694860,15,15,15,45,1546262568,0,0,6.000000,0,0

Dratini,147,620,83,Dragon Breath,Wrap,1.594915,2.035412,13,4,6,23,1543668791,0,1,24.000000,0,0

Flareon,136,2294,123,Ember,Flamethrower,0.855203,18.646894,9,11,14,34,1477077634,0,0,27.500000,0,0

Sharpedo,319,1220,111,Waterfall,Crunch,2.176008,125.488495,11,14,15,40,1540221988,0,0,20.000000,0,0

Bellsprout,69,644,92,Acid,Sludge Bomb,0.711484,3.983217,13,8,5,26,1545128588,0,0,24.000000,0,0

Shuppet,353,800,102,Feint Attack,Shadow Sneak,0.613298,2.427915,13,5,13,31,1541070385,0,0,30.000000,0,0

Persian,53,699,89,Scratch,Foul Play,0.860516,21.004866,7,9,5,21,1539947139,65,0,16.000000,0,0

Cresselia,488,1563,161,Psycho Cut,Moonblast,1.402706,92.485283,10,13,10,33,1543511454,0,0,20.000000,0,0

Starmie,121,1448,99,Water Gun,Hydro Pump,1.162797,89.582474,15,12,11,38,1480012167,0,0,20.000000,0,0

Marowak,105,1412,114,Mud Slap,Dig,0.779451,17.704605,6,11,2,19,1541604782,0,0,30.000000,0,0

Marowak,105,1084,103,Rock Smash,Earthquake,0.830251,31.606388,13,15,14,42,1477586554,0,0,21.000000,1,1542474455988

Absol,359,1400,103,Psycho Cut,Thunder,0.926493,30.865026,14,11,11,36,1543686624,0,0,20.000000,0,0

Togepi,175,361,73,Peck,Dazzling Gleam,0.287764,1.567731,13,14,12,39,1545471307,0,0,20.000000,0,0

Omastar,139,1567,109,Mud Shot,Ancient Power,1.072804,39.330242,15,13,11,39,1477775755,0,0,20.000000,0,0

Vaporeon,134,2549,204,Water Gun,Aqua Tail,1.127988,33.880478,12,11,3,26,1546536763,0,0,30.000000,0,0

Poochyena,261,434,83,Snarl,Poison Fang,0.520038,14.134786,5,9,12,26,1541717086,0,0,26.000000,0,0

Magby,240,747,84,Karate Chop,Fire Punch,0.519153,10.787587,15,13,14,42,1546541311,0,0,20.000000,0,0

Chikorita,152,749,101,Tackle,Energy Ball,1.073247,8.624833,11,11,11,33,1543779034,0,0,30.000000,0,0

Electrike,309,756,91,Quick Attack,Discharge,0.715816,22.366018,8,15,5,28,1541715339,0,0,30.000000,0,0

Torchic,255,612,85,Ember,Flamethrower,0.432964,2.546985,15,11,15,41,1545468361,0,0,20.000000,0,0

Flareon,136,2179,118,Ember,Heat Wave,0.783610,21.358177,11,13,11,35,1480074310,0,0,26.000000,0,0

Bagon,371,630,84,Bite,Twister,0.596369,41.823933,12,11,13,36,1546361907,0,0,20.000000,0,0

Pikachu,25,290,59,Quick Attack,Surf,0.363335,5.716934,2,2,12,16,1543664130,0,1,13.000000,0,0

Wynaut,360,278,137,Counter,Mirror Coat,0.523328,9.553139,10,15,15,40,1546198182,0,0,20.000000,0,0

Yanma,193,826,105,Wing Attack,Silver Wind,1.269976,47.522324,15,12,14,41,1546329669,0,0,20.000000,0,0

Lopunny,428,1492,118,Pound,Hyper Beam,1.070705,31.299938,9,12,8,29,1540122736,0,0,27.000000,0,0

Aron,304,712,90,Metal Claw,Rock Tomb,0.407666,68.246750,10,13,14,37,1545471551,0,0,20.000000,0,0

Charmander,4,198,46,Ember,Flame Burst,0.593604,6.865538,7,14,5,26,1545468203,0,0,8.000000,0,0

Lucario,448,1508,109,Counter,Shadow Ball,1.141667,55.903904,15,11,11,37,1540143902,0,0,20.000000,0,0

Dugtrio,51,850,73,Mud Slap,Earthquake,0.720308,31.592693,12,10,12,34,1480447256,0,0,20.000000,0,0

Geodude,74,716,79,Rock Throw,Thunderbolt,0.448971,28.113178,13,12,13,38,1538933297,68,0,20.000000,0,0

Squirtle,7,530,84,Tackle,Water Pulse,0.607741,13.298030,13,15,15,43,1546198427,0,0,20.000000,0,0

Aerodactyl,142,1552,120,Steel Wing,Hyper Beam,1.769527,51.741512,13,12,12,37,1476857560,0,0,20.000000,0,0

Geodude,74,789,81,Tackle,Rock Tomb,0.457693,25.506111,5,14,4,23,1538931078,67,0,24.000000,0,0

Snover,459,553,93,Ice Shard,Energy Ball,0.826719,26.961378,7,7,5,19,1545636103,0,0,19.000000,0,0

Raichu,26,1252,99,Volt Switch,Psychic,0.704662,19.942677,11,11,11,33,1543578088,50,0,20.000000,0,0

Beldum,374,640,94,Take Down,Struggle,0.482602,42.659115,0,2,13,15,1543653311,0,1,28.000000,0,0

Mankey,56,397,60,Karate Chop,Low Sweep,0.509828,22.517424,11,10,6,27,1545131401,0,0,13.000000,0,0

Magmar,126,1006,91,Karate Chop,Flamethrower,1.114084,19.158474,14,12,13,39,1540203455,0,0,15.000000,0,0

Camerupt,323,1873,136,Rock Smash,Solar Beam,2.070988,287.662537,14,12,13,39,1538721139,0,0,31.000000,0,0

Wurmple,265,142,54,Tackle,Struggle,0.296825,3.300810,14,4,0,18,1541851382,0,0,10.000000,0,0

Electabuzz,125,1306,106,Low Kick,Thunderbolt,1.224474,30.124708,13,11,15,39,1481573937,0,0,20.000000,0,0

Exeggcute,102,953,116,Bullet Seed,Seed Bomb,0.273747,1.501671,15,9,4,28,1543659746,0,0,30.000000,0,0

Arcanine,59,2461,158,Snarl,Wild Charge,2.263244,238.248138,12,14,13,39,1539716605,0,0,29.000000,1,1539944136072

Sudowoodo,185,1872,134,Counter,Earthquake,1.172187,46.016659,10,13,4,27,1541353998,0,0,35.000000,0,1542647776861

Machop,66,375,83,Karate Chop,Low Sweep,0.824521,22.762955,5,2,9,16,1546527971,0,0,12.000000,0,0

Golem,76,1665,121,Volt Switch,Rock Blast,2.235618,526.990540,14,13,14,41,1537944215,72,0,20.000000,0,0

Marowak,105,1559,120,Mud Slap,Earthquake,1.046813,55.236366,15,8,7,30,1541618885,0,0,32.000000,0,0

Makuhita,296,495,121,Rock Smash,Low Sweep,0.935594,76.847687,10,3,6,19,1541671668,0,0,25.000000,0,0

Snorunt,361,482,90,Powder Snow,Shadow Ball,0.610461,13.816876,11,12,15,38,1545983764,0,0,20.000000,0,0

Skorupi,451,399,69,Poison Sting,Cross Poison,0.872008,15.127870,0,8,6,14,1545290016,0,0,17.000000,0,0

Tyranitar,248,2162,142,Smack Down,Fire Blast,2.030836,161.630829,12,15,14,41,1543765800,0,0,20.000000,0,0

Shellder,90,592,68,Tackle,Bubble Beam,0.202064,1.859218,13,10,13,36,1541717036,0,0,20.000000,0,0

Magmar,126,1002,89,Ember,Flamethrower,1.281862,46.497185,15,12,10,37,1546330179,0,0,15.000000,0,0

Gastly,92,517,59,Astonish,Night Shade,1.425012,0.119280,13,15,13,41,1544257781,0,0,15.000000,0,0

Abra,63,745,61,Zen Headbutt,Psyshock,0.858729,18.503962,14,15,10,39,1479997753,0,0,20.000000,0,0

Deoxys,386,1755,88,Zen Headbutt,Thunderbolt,2.043351,97.200874,11,14,11,36,1539704173,33,0,20.000000,0,0

Slowking,199,1433,136,Water Gun,Blizzard,2.117548,84.096298,15,11,13,39,1487579953,0,0,20.000000,0,0

Aron,304,1016,106,Tackle,Iron Head,0.454216,63.473850,10,11,11,32,1545131124,0,0,29.000000,0,0

Aron,304,722,89,Metal Claw,Rock Tomb,0.406023,66.637924,13,12,12,37,1545572371,0,0,20.000000,0,0

Cacnea,331,680,89,Sucker Punch,Seed Bomb,0.414990,56.365639,11,13,13,37,1541589124,0,0,20.000000,0,0

Zangoose,335,1940,133,Fury Cutter,Night Slash,1.363309,44.626286,13,6,6,25,1538375853,0,0,30.000000,0,0

Grumpig,326,708,90,Extrasensory,Mirror Coat,0.767942,59.236729,6,15,15,36,1538846597,0,0,11.000000,0,0

Mudkip,258,587,90,Water Gun,Stomp,0.433131,8.338444,3,15,14,32,1540118084,0,0,20.000000,0,1540233423021

Seel,86,520,105,Lick,Aurora Beam,0.920075,57.412548,11,10,13,34,1488193255,0,0,20.000000,0,0

Piplup,393,364,74,Pound,Drill Peck,0.480399,7.054286,2,8,7,17,1543473317,0,0,14.000000,0,0

Eevee,133,598,93,Tackle,Last Resort,0.284024,6.788697,11,4,3,18,1543652311,0,0,22.000000,0,0

Pinsir,127,1131,87,Bug Bite,Vice Grip,1.701090,65.373695,11,7,12,30,1541244505,0,1,14.000000,0,0

Medicham,308,797,101,Psycho Cut,Ice Punch,1.385162,29.746122,15,7,15,37,1539518018,0,0,20.000000,0,0

Moltres,146,1443,113,Fire Spin,Heat Wave,1.734250,40.604233,12,11,12,35,1545372298,0,0,15.000000,0,0

Pikachu,25,487,71,Thunder Shock,Surf,0.389910,3.933979,14,10,12,36,1543746732,0,1,19.000000,0,0

Beldum,374,486,77,Take Down,Struggle,0.590070,75.888863,7,4,9,20,1540116520,0,1,20.000000,0,0

Houndour,228,802,91,Ember,Dark Pulse,0.583201,8.980330,14,14,15,43,1546536069,0,0,23.000000,0,0

Meltan,808,446,72,Thunder Shock,Flash Cannon,0.171731,6.577802,15,10,10,35,1544373901,0,0,15.000000,0,0

Skarmory,227,1174,105,Air Slash,Flash Cannon,1.816600,56.340542,12,13,14,39,1537629557,0,0,20.000000,0,0

Togepi,175,350,74,Peck,Ancient Power,0.305845,1.607890,10,15,13,38,1539027996,0,0,20.000000,0,0

Igglybuff,174,298,132,Feint Attack,Wild Charge,0.261280,0.892093,13,15,14,42,1539011628,0,0,20.000000,0,0

Pichu,172,247,56,Thunder Shock,Disarming Voice,0.378690,3.424263,10,14,10,34,1545507909,0,0,20.000000,0,0

Torchic,255,234,52,Ember,Rock Tomb,0.342208,1.531832,7,0,4,11,1541714939,0,0,9.000000,0,0

Dugtrio,51,1057,72,Mud Slap,Iron Head,0.581283,57.769760,12,15,10,37,1538498755,62,0,20.000000,0,0

Poliwag,60,464,78,Bubble,Bubble Beam,0.455433,8.081555,15,14,11,40,1546417653,0,0,20.000000,0,0

Snorunt,361,554,95,Powder Snow,Icy Wind,0.849891,23.941704,5,13,6,24,1545339556,0,0,25.000000,0,0

Swablu,333,450,83,Peck,Ice Beam,0.401772,1.345274,13,12,12,37,1545577097,0,0,20.000000,0,0

Pikachu,25,682,79,Quick Attack,Discharge,0.379013,4.444159,11,13,2,26,1538930886,0,0,28.000000,0,0

Igglybuff,174,288,132,Pound,Wild Charge,0.332672,1.178952,14,11,14,39,1545579559,0,0,20.000000,0,0

Machamp,68,1697,131,Counter,Heavy Slam,1.522256,118.862556,12,11,13,36,1544285579,0,0,20.000000,0,0

Omanyte,138,808,70,Water Gun,Rock Blast,0.370647,5.802661,6,3,4,13,1543788900,0,0,21.000000,0,0

Igglybuff,174,293,130,Feint Attack,Wild Charge,0.335173,1.127998,13,14,11,38,1546182100,0,0,20.000000,0,0

Magneton,82,2017,109,Spark ,Magnet Bomb,0.987603,53.019180,14,9,15,38,1542639980,0,0,29.000000,0,0

Skarmory,227,1186,105,Air Slash,Flash Cannon,1.699480,50.409252,13,15,14,42,1488186630,0,0,20.000000,0,0

Murkrow,198,1003,112,Peck,Foul Play,0.499651,1.698693,6,5,13,24,1540988094,0,0,25.000000,0,0

Snorlax,143,1820,205,Lick,Hyper Beam,2.053841,447.605469,15,11,14,40,1538666655,0,0,20.000000,0,0

Exeggutor,103,1590,130,Zen Headbutt,Solar Beam,2.188720,139.693359,14,12,8,34,1476356277,0,0,19.000000,0,0

Pikachu,25,675,80,Quick Attack,Wild Charge,0.412204,6.350791,15,9,5,29,1540549152,0,0,27.000000,0,0

Wurmple,265,244,75,Tackle,Struggle,0.274852,2.755926,13,8,13,34,1541776935,0,0,16.000000,0,0

Pikachu,25,454,67,Thunder Shock,Surf,0.389988,4.372918,14,10,8,32,1543792637,0,0,18.000000,0,0

Jumpluff,189,1042,126,Bullet Seed,Energy Ball,0.907152,4.325698,5,7,9,21,1487297272,0,0,25.000000,0,0

Tyrogue,236,267,72,Rock Smash,Low Sweep,0.622578,15.445024,15,10,11,36,1488135882,0,0,20.000000,0,0

Gastly,92,676,69,Lick,Dark Pulse,1.204675,0.083587,12,12,14,38,1546539128,0,0,20.000000,0,0

Mewtwo,150,2341,136,Psycho Cut,Flamethrower,2.082416,132.860001,12,12,14,38,1537803374,0,0,20.000000,0,0

Mareep,179,740,112,Thunder Shock,Thunderbolt,0.597763,5.904233,12,8,13,33,1543656765,0,0,28.000000,0,0

Eevee,133,574,93,Quick Attack,Swift,0.310229,5.812228,10,14,10,34,1546378701,0,0,20.000000,0,0

Mudkip,258,408,73,Water Gun,Dig,0.392314,6.009046,7,9,11,27,1541848814,0,0,14.000000,0,0

Bellossom,182,1290,116,Razor Leaf,Dazzling Gleam,0.454235,6.730568,15,12,14,41,1477754591,0,0,20.000000,0,0

Snover,459,346,76,Ice Shard,Stomp,1.084063,57.107758,0,2,3,5,1545468256,0,0,13.000000,0,0

Pikachu,25,355,64,Quick Attack,Wild Charge,0.395275,5.702517,5,7,14,26,1545215239,0,0,15.000000,0,0

Larvitar,246,567,89,Bite,Ancient Power,0.616963,79.847801,11,14,12,37,1541605098,0,0,20.000000,0,0

Snorunt,361,146,49,Powder Snow,Icy Wind,0.744491,20.026279,7,2,6,15,1545338779,0,0,7.000000,0,0

Umbreon,197,1559,153,Snarl,Dark Pulse,1.081843,32.565502,14,15,10,39,1487529525,0,0,26.000000,0,0

Kabuto,140,706,61,Scratch,Rock Tomb,0.520305,14.038178,15,14,4,33,1542903075,0,0,19.000000,0,0

Seedot,273,254,66,Bullet Seed,Foul Play,0.530202,3.902155,15,2,0,17,1545694337,0,0,17.000000,0,0

Pikachu,25,560,76,Quick Attack,Surf,0.338033,4.503183,4,6,4,14,1543793724,0,0,25.000000,0,0

Pikachu,25,626,82,Quick Attack,Discharge,0.344508,3.757293,11,10,12,33,1538847688,0,0,25.000000,0,0

Piloswine,221,1319,140,Powder Snow,Bulldoze,1.136591,67.195892,14,15,10,39,1540308882,0,0,20.000000,0,0

Castform,351,929,113,Tackle,Energy Ball,0.318551,0.926487,8,14,14,36,1539517686,29,0,21.000000,0,0

Nincada,290,303,60,Bug Bite,Aerial Ace,0.502658,5.718382,10,11,12,33,1543934802,0,0,15.000000,0,0

Slowbro,80,2049,165,Water Gun,Ice Beam,1.540722,80.009567,10,15,14,39,1538844809,0,0,29.000000,0,0

Gulpin,316,567,115,Pound,Gunk Shot,0.478021,15.076700,11,14,1,26,1545134605,0,0,25.000000,0,0

Magnemite,81,753,62,Spark ,Thunderbolt,0.287307,4.572519,13,13,12,38,1546424800,0,0,20.000000,0,0

Cyndaquil,155,105,35,Ember,Flame Charge,0.600337,11.998862,3,14,12,29,1541845337,0,1,4.500000,0,0

Charmander,4,578,80,Ember,Flame Burst,0.504183,5.252771,14,14,14,42,1543654099,0,0,21.000000,0,0

Poliwag,60,31,20,Bubble,Bubble Beam,0.520425,9.992393,6,10,3,19,1478650851,0,0,2.000000,0,0

Starly,396,381,78,Tackle,Brave Bird,0.330832,2.030880,11,11,12,34,1546192708,0,0,20.000000,0,0

Whismur,293,477,123,Pound,Disarming Voice,0.453153,10.519451,7,6,7,20,1540893745,0,0,30.000000,0,0

Bayleef,153,793,104,Razor Leaf,Grass Knot,1.195862,19.297335,6,6,15,27,1487500280,0,0,21.000000,0,0

Trapinch,328,701,84,Mud Shot,Crunch,0.740375,14.343946,11,13,14,38,1546256703,0,0,20.000000,0,0

Torchic,255,535,79,Scratch,Rock Tomb,0.413000,2.290578,13,10,12,35,1546363367,0,0,18.000000,0,0

Snorunt,361,389,83,Powder Snow,Icy Wind,0.701132,18.889589,0,0,2,2,1545514476,0,0,20.000000,0,0

Mankey,56,614,77,Scratch,Brick Break,0.495600,24.045048,10,10,9,29,1541715589,0,0,20.000000,0,0

Drifloon,425,961,162,Astonish,Ominous Wind,0.395305,1.226330,13,6,15,34,1540890011,0,0,30.000000,0,1540995121963

Misdreavus,200,917,87,Astonish,Shadow Sneak,0.619627,0.667878,11,12,0,23,1543480324,0,0,18.000000,0,0

Snorunt,361,409,89,Hex,Avalanche,0.771188,19.322853,0,3,12,15,1545468081,0,0,20.000000,0,0

Lugia,249,2064,146,Dragon Tail,Futuresight,6.067820,309.405334,12,15,10,37,1502629428,0,0,20.000000,0,0

Geodude,74,358,56,Rock Throw,Thunderbolt,0.491410,26.361969,7,4,7,18,1545128669,68,0,11.000000,0,0

Empoleon,395,1634,126,Waterfall,Hydro Pump,1.465583,65.151230,13,13,15,41,1542202085,0,0,20.000000,0,0

Poochyena,261,534,89,Tackle,Crunch,0.471885,11.970952,8,14,12,34,1540889972,0,0,30.000000,0,1540995079235

Shroomish,285,600,119,Bullet Seed,Grass Knot,0.351586,3.784231,5,13,9,27,1541672934,0,0,30.000000,0,0

Loudred,294,1123,153,Rock Smash,Flamethrower,1.110426,53.473858,13,5,5,23,1538407059,0,0,35.000000,0,0

Dewgong,87,1394,145,Ice Shard,Blizzard,1.635965,108.515862,15,1,7,23,1478856598,0,0,26.000000,0,0

Snorunt,361,499,89,Hex,Shadow Ball,0.740181,18.173023,15,13,13,41,1543582262,0,0,20.000000,0,0

Pikachu,25,290,55,Thunder Shock,Surf,0.423659,7.261980,14,14,14,42,1543748182,0,0,11.000000,0,0

Dratini,147,542,78,Dragon Breath,Twister,1.948124,4.573205,10,15,10,35,1545571881,0,0,20.000000,0,0

Bulbasaur,1,625,84,Tackle,Power Whip,0.846337,9.525165,15,12,13,40,1546199160,0,0,20.000000,0,0

Cyndaquil,155,409,63,Ember,Swift,0.497267,7.623902,13,11,1,25,1541848032,0,1,16.000000,0,0

Eevee,133,762,106,Tackle,Last Resort,0.239835,3.773669,10,11,8,29,1543669483,0,0,27.000000,0,0

Abra,63,744,62,Charge Beam,Psyshock,0.904576,22.396290,14,13,12,39,1546256947,0,0,20.000000,0,0

Beldum,374,542,83,Take Down,Struggle,0.570680,90.502861,6,6,13,25,1540114222,0,1,22.000000,0,0

Hitmonlee,106,1442,89,Rock Smash,Stone Edge,1.550323,49.327946,15,11,12,38,1487867443,0,0,20.000000,0,0

Spinda,327,499,85,Psycho Cut,Rock Tomb,1.027139,3.721797,11,14,11,36,1543478155,43,0,15.000000,0,0

Snubbull,209,188,54,Bite,Brick Break,0.523996,4.650693,9,8,14,31,1545131154,0,0,6.000000,0,0

Scizor,212,1256,95,Bullet Punch,XScissor,2.193943,152.467438,13,12,12,37,1543402197,0,0,15.000000,0,0

Suicune,245,1484,134,Snarl,Water Pulse,1.673748,108.440254,14,15,15,44,1540530027,0,0,17.500000,0,0

Snorunt,361,11,14,Powder Snow,Shadow Ball,0.729387,20.984072,14,2,12,28,1545467994,0,0,1.000000,0,0

Farfetchd,83,223,49,Fury Cutter,Air Cutter,0.807747,15.637744,13,10,2,25,1483466447,0,0,7.000000,0,1537980704063

Snover,459,820,118,Ice Shard,Energy Ball,1.083619,64.139725,9,0,12,21,1545338648,0,0,28.000000,0,0

